TABELA,FILIAL,DESC FILIAL,DT EMISSAO,GRUPO DE PRODUTO,COD PRODUTO,DESC PRODUTO,QTDE,VLR UNIT.,R$ TOTAL,NATUREZA,NATUREZA DESCR.,DESC NATUREZA,TES,CFOP,C.C,DESC C.C,CLASSE_VALOR,DESC CLASSE VALOR,DOC,FORNECEDOR,DESC FORNECEDOR
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-10-31 00:00:00,OLEO DE MOTOR,010700094,OLEO 15W40 MOBIL AGRANEL,204.81,17.879279820321273,3661.8553,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,101016,CB-03,TROCA0ORA,"",STHEFANNE.CIQUEIRA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-10-03 00:00:00,PECAS,020607384,REPARO CAT 518-5137,1,3651.396667,3651.396667,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101113,EH-09,TROCA0O3X,"",VANESSA.ALVES
SD3 - BAIXA ALMOXARIFADO,020202,MSE - FILIAL BARRO ALTO,2025-03-27 00:00:00,MATERIAL DE DESGASTE,020400553,"PENEIRA 50,8 (2"") 1410X2900",1,3650.718,3650.718,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101174,PM-02,TROCAIEN0,"",LUIZ.SANTOS
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-02-24 00:00:00,PECAS,020600525,BICO INJETOR,5,730,3650,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,013 - USO CONSUMO C/ ICMS,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,302002,MANUTENCAO,101059,GE-03,000007094,08371191,AMERICANA MECATRON DIESEL PECAS PARA MOTORES LTDA
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-09-01 00:00:00,MAO DE OBRA,020300003,SERVICOS DE MANUTENCAO EM MAQU,1,3644,3644,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101168,BM-04,000002112,41397579,VEDAPRESS SERVICOS HIDRAULICOS LTDA
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-03-17 00:00:00,PECAS,040201299,CILINDRO MERCEDES A0022604063,1,3640.005,3640.005,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107002,CB-02,191024TGT,"",LUIZ.SANTOS
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-02-10 00:00:00,PECAS,040201299,CILINDRO MERCEDES A0022604063,1,3640.005,3640.005,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107029,CP-01,191024TA3,"",LUIZ.SANTOS
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-03-14 00:00:00,PECAS,020600204,MOTOR HIDRAULICO VOMT250-K6-G-,1,3638,3638,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101001,BM-01,TROCA0L8Z,"",LUIZ.SANTOS
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-27 00:00:00,PECAS,020605203,RELE CAT 241-8368,1,3635.76,3635.76,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101101,TE-05,TROCA0NPV,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-10-27 00:00:00,PECAS,020607294,ADAPTADOR CAT 3683781.000,1,3630.46,3630.46,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101179,EH-17 TGM,TROCA0OJC,"",VANESSA.ALVES
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-11-18 00:00:00,MATERIAL DE DESGASTE,020400553,"PENEIRA 50,8 (2"") 1410X2900",1,3612.56875,3612.56875,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101174,PM-02,TROCA0OYM,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-02-17 00:00:00,MATERIAL DE DESGASTE,020400553,"PENEIRA 50,8 (2"") 1410X2900",1,3612.568314,3612.568314,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101174,PM-02,TROCA0KV6,"",ALVARO.ISAQUE
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-03-20 00:00:00,MATERIAL DE DESGASTE,020400553,"PENEIRA 50,8 (2"") 1410X2900",1,3612.568314,3612.568314,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101174,PM-02,TROCA0LBP,"",LUIZ.SANTOS
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-05-06 00:00:00,MATERIAL DE DESGASTE,020400553,"PENEIRA 50,8 (2"") 1410X2900",1,3612.568314,3612.568314,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101174,PM-02,TROCA0LZB,"",GABRIEL.ANDRADE
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-07-10 00:00:00,MATERIAL DE DESGASTE,020400553,"PENEIRA 50,8 (2"") 1410X2900",1,3612.568314,3612.568314,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101174,PM-02,TROCA0N0O,"",GABRIEL.ANDRADE
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-08-20 00:00:00,PECAS,020605665,REPARO CILINDRO,4,902.46,3609.84,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,165 - INSUMO INTRMEDIARIO RBC S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101113,EH-09,000040004,05061057,VEDAPRESS VEDACOES PECAS E SERVICOS EIRELI
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-04-08 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,30,120,3600,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,035 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101124,BM-03,000000734,39664496,STECKELBERG METALURGICA LTDA.
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-06-02 00:00:00,PECAS,040200768,REPARO MERCEDES A 00043033668,1,3591.992,3591.992,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107002,CB-02,191024TUX,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-09-29 00:00:00,PECAS,040200768,REPARO MERCEDES A 00043033668,1,3591.992,3591.992,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107002,CB-02,191024UHN,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-09-22 00:00:00,PECAS,040200768,REPARO MERCEDES A 00043033668,1,3591.992,3591.992,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107006,CB-06,191024UGO,"",VANESSA.ALVES
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-06-20 00:00:00,PECAS,040200768,REPARO MERCEDES A 00043033668,1,3591.992,3591.992,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107018,CB-20,191024TZ7,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-09-29 00:00:00,PECAS,040200768,REPARO MERCEDES A 00043033668,1,3591.992,3591.992,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107022,CB-24,191024UHN,"",BRAIANN.ARAGAO
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-03-21 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,10.5,342,3591,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101154,GE-08,000011914,01475599,DCCO SOLUCOES EM ENERGIA E EQUIPAMENTOS LTDA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-07-07 00:00:00,PECAS,020609990,ROLETE SIMPLES CAT 4913844,2,1794.708,3589.416,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101133,EH-15 - TGM,TROCA0MY4,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-12 00:00:00,LUBRIFICANTE,010500006,OLEO NUTO H68 MOBIL 1000LTS,0.4,8969.722222499999,3587.888889,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,101037,CC-01,TROCA0NJE,"",BRAIANN.ARAGAO
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-01-03 00:00:00,OUTROS - TRIBUTOS,980300005,SEGURO FROTA PARCELADO,1,3577.19,3577.19,2040013,SEGUROS,2-DESPESA,116 - OUTRAS - FINANCEIRO (FORN),2949  - OUTRA ENTRADA DE MERC. OU PREST.SERV. NAO ESPECIFICADO,302002,MANUTENCAO,102037,VL-23 TORO RCA-2C95,010011502,61573796,ALLIANZ SEGUROS S/A
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2024-12-27 00:00:00,MATERIAL DE DESGASTE,040800339,UNHA CAT  368-3782,1,3570.28,3570.28,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,212 - USO CONS. C/ ICMS + SEM DIFAL - CUSTOS,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,104002,MANUTENCAO OFF ROAD BARRO ALTO,107044,EH-17,000009143,40610268,BASE - DISTRIBUIDORA DE PECAS LTDA
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-08-13 00:00:00,MATERIAL DE DESGASTE,040800387,ARRUELA CAT 106-7691,8,445.085,3560.68,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,212 - USO CONS. C/ ICMS + SEM DIFAL - CUSTOS,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,104002,MANUTENCAO OFF ROAD BARRO ALTO,107057,TE-05,000785312,34151100,SOTREQ S/A
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-01-28 00:00:00,SERVICOS TOMADOS PJ,100200090,SERVICO DE RECAPAGEM,4,889.35,3557.4,2040014,RECAPAGEM DE PNEUS,2-DESPESA,236 - SERVICOS TOMADOS CUSTO,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,104002,MANUTENCAO OFF ROAD BARRO ALTO,107008,CB-08,000073871,08603129,NORTE SUL COMERCIO E RECAPAGEM DE PNEUS LTDA
SD3 - BAIXA ALMOXARIFADO,020202,MSE - FILIAL BARRO ALTO,2025-05-01 00:00:00,MATERIAL DE DESGASTE,020400553,"PENEIRA 50,8 (2"") 1410X2900",1,3548.315333,3548.315333,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101174,PM-02,TROCAIEZ9,"",GABRIEL.ANDRADE
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-05-28 00:00:00,PECAS,040200612,COMPRESSOR WABCO 8869025190193,1,3546.526,3546.526,2050004,MANUTENCAO INSTAL. ELETRICA,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107012,CB-14,191024TTX,"",GABRIEL.ANDRADE
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-05-21 00:00:00,PECAS,040200612,COMPRESSOR WABCO 8869025190193,1,3546.526,3546.526,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107018,CB-20,191024TSI,"",BRAIANN.ARAGAO
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-02-17 00:00:00,PECAS,040201870,CONJUNTO PINO CAT 228-4093,1,3544.39,3544.39,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,212 - USO CONS. C/ ICMS + SEM DIFAL - CUSTOS,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,104002,MANUTENCAO OFF ROAD BARRO ALTO,107055,TE-03,000755603,34151100,SOTREQ S/A
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-08-11 00:00:00,PECAS,040201298,CILINDRO MERCEDES A0012604863,1,3542.84,3542.84,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107007,CB-07,191024U9V,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-02-10 00:00:00,PECAS,040201298,CILINDRO MERCEDES A0012604863,1,3542.84,3542.84,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107029,CP-01,191024TA3,"",LUIZ.SANTOS
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-10-31 00:00:00,OLEO DE MOTOR,010700094,OLEO 15W40 MOBIL AGRANEL,197.32,17.879279824650315,3527.939495,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,101125,GE-05,TROCA0ORA,"",STHEFANNE.CIQUEIRA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-06-13 00:00:00,PECAS,020607087,COMANDO FINAL,1,3508.82,3508.82,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,165 - INSUMO INTRMEDIARIO RBC S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101124,BM-03,000039288,05061057,VEDAPRESS VEDACOES PECAS E SERVICOS EIRELI
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-11-03 00:00:00,SERVICOS PESSOA JURIDICA,120200011,SERVICOS DE MANUTENCAO EM VEIC,4,875,3500,2040015,CONS. DE VEICULOS LEVES-S/ RET,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,102019,VL-12 HILUX QTR-7839,000000430,12515585,AILTON DE JESUS BATISTA
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-11-06 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,3500,3500,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101196,ORE SORTER 01,000000844,39664496,STECKELBERG METALURGICA LTDA.
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-06-09 00:00:00,SERVICOS PESSOA JURIDICA,120200038,SERVICOS DE FABRICACAO E MANUT,50,70,3500,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101188,ORE SORTER 01,000000777,39664496,STECKELBERG METALURGICA LTDA.
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-06-09 00:00:00,PECAS,040201983,CONDENSADOR CAT 488-6612,1,3498.31,3498.31,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,212 - USO CONS. C/ ICMS + SEM DIFAL - CUSTOS,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,104002,MANUTENCAO OFF ROAD BARRO ALTO,107036,EH-09,000773028,34151100,SOTREQ S/A
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-10-31 00:00:00,OLEO DE MOTOR,010700094,OLEO 15W40 MOBIL AGRANEL,195.18,17.879279823752434,3489.677836,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,101018,CB-05,TROCA0ORA,"",STHEFANNE.CIQUEIRA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-04-07 00:00:00,PECAS,020609987,ROLETE SIMPLES CAT 3967353,2,1736.5,3473,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,165 - INSUMO INTRMEDIARIO RBC S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101091,TE-03,000762785,34151100,SOTREQ S/A
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-01-23 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,115,30,3450,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101002,BM-02,000000350,30686684,VULCANIZACAO BARRO ALTO LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-03-06 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,115,30,3450,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101002,BM-02,000000367,30686684,VULCANIZACAO BARRO ALTO LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-08-04 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,3450,3450,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101002,BM-02,000000399,30686684,VULCANIZACAO BARRO ALTO LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-06-11 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,3450,3450,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,035 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101183,TC-01-UCM - TC DO EMPILHAMENTO,000000391,30686684,VULCANIZACAO BARRO ALTO LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-07-14 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,3450,3450,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,035 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101187,TC-05-UCM - TC DO ESCALPE DA GRELHA,000000395,30686684,VULCANIZACAO BARRO ALTO LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-09-04 00:00:00,PECAS,020610324,COMPRESSOR KOMATSU 20Y-9796121,1,3450,3450,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,247 - INSUMO INTERMERDIARIO SIMPLES NAC. S/ICMS S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101050,EH-06,000000389,26279037,JOAO PAULO DE SOUSA MOREIRA 04281343199
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-02-07 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,115,30,3450,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101086,PV-01,000000355,30686684,VULCANIZACAO BARRO ALTO LTDA
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-07-14 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,3450,3450,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101124,BM-03,000000396,30686684,VULCANIZACAO BARRO ALTO LTDA
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-03-06 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,115,30,3450,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,035 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101174,PM-02,000000366,30686684,VULCANIZACAO BARRO ALTO LTDA
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-03-26 00:00:00,MATERIAL ELETRICO,020900779,DISJUNTOR CX MOLDADA PERFURADA,1,3450,3450,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,015 - USO CONSUMO S/ ICMS,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,302002,MANUTENCAO,101059,GE-03,000000367,27046206,CLEITON APARECIDO FERREIRA 95025839149
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-01-10 00:00:00,PECAS,020603575,MANCAL,1,3437.09,3437.09,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,005 - INSUMO INTERMEDIARIO - C/ICMS S/IPI,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101059,GE-03,000295986,02270243,VARELLA VEICULOS PESADOS LTDA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-10-31 00:00:00,OLEO DE MOTOR,010700094,OLEO 15W40 MOBIL AGRANEL,191.97,17.879279819763504,3432.285347,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,101106,CB-09,TROCA0ORA,"",STHEFANNE.CIQUEIRA
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-03-06 00:00:00,PECAS,040201019,CONJUNTO TRAVESSA MERCEDES,1,3417.07,3417.07,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,213 - USO CONS. C/ ICMS + DIF.AL. - CUSTO,2556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,104002,MANUTENCAO OFF ROAD BARRO ALTO,107008,CB-08,000407797,63411623,MARDISA VEICULOS SA
SDE - RATEIOS ENTRADA,020202,MSE - FILIAL BARRO ALTO,2025-10-16 00:00:00,MATERIAL DE DESGASTE,020400642,UHMW #20X1220X3050MM,1.2,2846.4083333333333,3415.69,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,003 - INSUMO INTERMEDIARIO - C/ICMS C/IPI,2101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101173,PM-01,000004569,10633565,BARON INDUSTRIA E COMERCIO DE POLIMEROS LTDA
SDE - RATEIOS ENTRADA,020202,MSE - FILIAL BARRO ALTO,2025-10-16 00:00:00,MATERIAL DE DESGASTE,020400642,UHMW #20X1220X3050MM,1.2,2846.4083333333333,3415.69,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,003 - INSUMO INTERMEDIARIO - C/ICMS C/IPI,2101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101174,PM-02,000004569,10633565,BARON INDUSTRIA E COMERCIO DE POLIMEROS LTDA
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-08-05 00:00:00,PECAS,040201947,CJ CAVALETE MERCEDES A 9408905,1,3415.49,3415.49,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,213 - USO CONS. C/ ICMS + DIF.AL. - CUSTO,2556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,104002,MANUTENCAO OFF ROAD BARRO ALTO,107017,CB-19,000422676,63411623,MARDISA VEICULOS SA
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-09-15 00:00:00,PECAS,040201854,CUICA MERCEDES A0244205318,1,3400.96625,3400.96625,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107002,CB-02,191024UF5,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-09-04 00:00:00,PECAS,040201854,CUICA MERCEDES A0244205318,1,3400.96625,3400.96625,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107004,CB-04,191024UDG,"",VANESSA.ALVES
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-04-09 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,3400,3400,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101078,PC-01,000000029,30330342,MARCIONIL ANTONIO DE JESUS 82322228168
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-04-28 00:00:00,MATERIAL ELETRICO,020901198,ALTERNADOR MOTOR,1,3380,3380,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,247 - INSUMO INTERMERDIARIO SIMPLES NAC. S/ICMS S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101171,PC-10,186,26279037,JOAO PAULO DE SOUSA MOREIRA 04281343199
